route_id,agency_id,route_short_name,route_long_name,route_desc,route_type,route_url,route_color,route_text_color
r10413162,Woro-woro de Cocody,,woro woro : Abobo Azur Mobil ↔ 8e Tranche CNPS en haut,,3,https://jungle-bus.github.io/unroll/route.html?line=10413162,ffff00,000000
r10413253,Woro-woro d'Adjamé,,woro woro : Adjamé Liberté ↔ Adjamé Mairie Dallas,,3,https://jungle-bus.github.io/unroll/route.html?line=10413253,008000,ffffff
r10413686,Woro-woro de Cocody,,woro woro : Abobo Azur Mobil ↔ Angré Château,,3,https://jungle-bus.github.io/unroll/route.html?line=10413686,ffff00,000000
r10416510,Woro-woro de Cocody,,woro woro : Palmeraie ↔ Les Rosiers,,3,https://jungle-bus.github.io/unroll/route.html?line=10416510,ffff00,000000
r10416736,Woro-woro de Cocody,,woro woro : Carrefour 9km ↔ Palmeraie SIPIM 4,,3,https://jungle-bus.github.io/unroll/route.html?line=10416736,ffff00,000000
r10430127,Gbaka d'Adjamé,,gbaka : Abobo Gare ↔ Ndotre,,3,https://jungle-bus.github.io/unroll/route.html?line=10430127,,
r10430197,Woro-woro de Cocody,,woro woro : Abobo Azur Mobil ↔ Saint Jean,,3,https://jungle-bus.github.io/unroll/route.html?line=10430197,ffff00,000000
r10430593,Woro-woro de Cocody,,woro woro : Zoo ↔ Aghien,,3,https://jungle-bus.github.io/unroll/route.html?line=10430593,ffff00,000000
r10430627,Gbaka d'Adjamé,,gbaka : Abobo Gendarmerie ↔ Yopougon Carrefour Zone,,3,https://jungle-bus.github.io/unroll/route.html?line=10430627,,
r10431102,Woro-woro de Cocody,,woro woro : Zoo ↔ Attoban,,3,https://jungle-bus.github.io/unroll/route.html?line=10431102,ffff00,000000
r10442364,Gbaka d'Adjamé,,gbaka : Yopougon Sideci IGES ↔ Adjamé Liberté,,3,https://jungle-bus.github.io/unroll/route.html?line=10442364,,
r10459360,Gbaka d'Adjamé,,gbaka : Yopougon Niangon Terminus 27 ↔ Adjamé mosquée,,3,https://jungle-bus.github.io/unroll/route.html?line=10459360,,
r10459458,Gbaka d'Adjamé,,gbaka : Gare Kobenan Agban ↔ Yopougon marché Bagnon,,3,https://jungle-bus.github.io/unroll/route.html?line=10459458,,
r10460517,Gbaka d'Abobo,,gbaka : BC ↔ Adjamé Nouvelle Gare,,3,https://jungle-bus.github.io/unroll/route.html?line=10460517,,
