route_id,stop_point_id,stop_point_index
r10408668,n7056202787,3
r10408668,n7056143583,4
r10408668,n7056202786,5
r10408668,n7056202785,6
r10408668,n7056143584,7
r10408668,n7056202798,8
r10408692,n7056217831,1
r10408692,n7056202794,2
r10408692,n7056202793,3
r10408692,n7056202792,4
r10408692,n6903968407,5
r10408692,n7056217830,6
r10408693,n7056202800,1
r10408693,n7643846396,2
r10408693,n7056202787,3
r10408693,n7056143583,4
r10408693,n7056202786,5
r10408693,n7056217834,6
r10408693,n7056202785,7
r10408693,n7056217832,8
r10408725,n7056202800,1
r10408725,n6903639375,2
r10408725,n6903639374,3
r10408725,n6903639372,4
r10408725,n6903639371,5
r10408725,n6903639370,6
r10408725,n6903639369,7
r10408725,n7056198869,8
r10408725,n6903639368,9
r10408725,n6903639367,10
r10408725,n6903639366,11
r10408726,n7056198868,1
r10408726,n6903968407,2
r10408726,n6903968408,3
r10408726,n7056198867,4
r10408726,n7056202791,5
r10408726,n7056202790,6
r10408726,n7056202789,7
r10408769,n7056277274,1
r10408769,n7056277272,2
r10408770,n7056277277,1
r10408770,n7056277275,2
r10408834,n7056274251,1
r10408834,n7056274250,2
r10408834,n7054787061,3
r10408834,n7056274249,4
r10408835,n7056274256,1
r10408835,n7055147059,2
r10408835,n7056274255,3
r10408835,n7056274254,4
r10408835,n7056274253,5
r10409492,n7056562838,1
r10409492,n7056562837,2
r10409492,n7056562836,3
r10409492,n7056562835,4
r10409492,n7056562834,5
r10409492,n7056562833,6
r10409492,n7056562832,7
r10409492,n7054787071,8
r10409492,n7054787070,9
r10409492,n7054787069,10
r10409493,n7054787067,1
r10409493,n7056562845,2
r10409493,n6899241576,3
r10409493,n7056562844,4
r10409493,n6899241575,5
r10409493,n7056562843,6
r10409493,n7056562842,7
r10409493,n6899241574,8
r10409493,n7056562841,9
r10409493,n6903525066,10
r10409712,n7056730283,1
r10409712,n7056730282,2
r10409712,n7056730281,3
r10409712,n7056730280,4
r10409712,n7056730279,5
r10409712,n7054787075,6
r10409712,n7052366503,7
r10409712,n7052366502,8
r10409712,n7052366501,9
r10409713,n7055147061,1
r10409713,n7056730278,2
r10409713,n7056730277,3
r10409713,n7056730276,4
r10409713,n7056730275,5
r10409713,n7056730273,6
r10409713,n7056730272,7
r10409713,n7055696181,8
r10409713,n7055696180,9
r10409713,n7056730270,10
r10409713,n7055696176,11
r10409713,n7056730268,12
r10409713,n7056730267,13
r10409713,n7056730266,14
r10410752,n7057184307,1
r10410752,n7052162366,2
r10410752,n7052162365,3
r10410752,n7057184306,4
r10410752,n7057184305,5
r10410752,n7057184304,6
r10410752,n7057184303,7
r10410752,n7052162363,8
r10410752,n7057184302,9
r10410752,n7052162362,10
r10410752,n7057184301,11
r10410752,n7057184300,12
r10410752,n7057184299,13
r10410752,n7057184298,14
r10410752,n7051810982,15
r10410752,n7051905152,16
r10410752,n7051905151,17
r10410752,n7051810979,18
r10410752,n7057184297,19
r10410752,n7051810981,20
r10410753,n7057184320,1
r10410753,n7057184319,2
r10410753,n7057184318,3
r10410753,n7057184317,4
r10410753,n7057184316,5
r10410753,n7057184315,6
r10410753,n7057184314,7
r10410753,n7057184313,8
r10410753,n7057184312,9
r10410753,n7057184311,10
r10410753,n7057184310,11
r10410753,n7057184309,12
r10410753,n7057184308,13
r10411046,n7057276359,1
r10411046,n7079601694,2
r10411046,n7079601693,3
r10411046,n7079601692,4
r10411046,n7079601691,5
r10411046,n7055147054,6
r10411046,n7079601690,7
r10411046,n7054787072,8
r10411046,n7057276357,9
r10411046,n7057276360,10
r10412113,n7057276360,1
r10412113,n7057928797,2
r10412113,n7057928796,3
r10412113,n7054917917,4
r10412113,n7057928795,5
r10412113,n7054917916,6
r10412113,n7055147059,7
r10412113,n7057928794,8
r10412113,n7057928793,9
r10412113,n7057928792,10
r10412113,n7057928791,11
r10412113,n7057928790,12
r10412113,n7057928789,13
r10412113,n7057928788,14
r10412113,n7055717188,15
r10412113,n7057928786,16
r10412113,n7057928785,17
r10412113,n7057912884,18
r10412422,n7058023898,1
r10412422,n7058023895,2
r10412422,n7058023894,3
r10412423,n7058023898,1
r10412423,n7058023899,2
r10412423,n7058023900,3
r10412779,n7058050530,1
r10412779,n7058023894,2
r10412780,n7058050532,1
r10412780,n7058050530,2
r10413048,n7058185553,1
r10413048,n7058185552,2
r10413048,n7058185551,3
r10413048,n7058185550,4
r10413048,n7058185549,5
r10413049,n7058185559,1
r10413049,n7058185557,2
r10413049,n7058185556,3
r10413049,n7058185555,4
r10413049,n7058185554,5
r10413049,n7058185553,6
r10413160,n7058225063,1
r10413160,n6815808834,2
r10413160,n7058225062,3
r10413160,n7058225061,4
r10413160,n7058225060,5
r10413160,n7058225059,6
r10413160,n7058225058,7
r10413160,n7058185549,8
r10413161,n7058185559,1
r10413161,n7058225069,2
r10413161,n7058225068,3
r10413161,n7058225067,4
r10413161,n7058225066,5
r10413161,n7058225064,6
r10413251,n7058310540,1
r10413251,n7058310539,2
r10413252,n7058310543,1
r10413252,n7058310541,2
r10413684,n7058499895,1
r10413684,n7058225060,2
r10413684,n7058499894,3
r10413684,n7058499893,4
r10413684,n7058499892,5
r10413685,n7058499899,1
r10413685,n7058499898,2
r10413685,n7058499897,3
r10413685,n7058499896,4
r10416468,n1227889258,1
r10416468,n7079693847,2
r10416468,n5390465849,3
r10416469,n5390465849,1
r10416469,n7079693847,2
r10416469,n1227889258,3
r10416508,n7060277172,1
r10416508,n7060277171,2
r10416508,n7060277170,3
r10416509,n7060277175,1
r10416509,n7060277174,2
r10416509,n7060277173,3
r10416734,n7060486572,1
r10416734,n7060486571,2
r10416734,n7060486570,3
r10416734,n7060486569,4
r10416734,n7060486568,5
r10416734,n7060486567,6
r10416734,n7060486566,7
r10416735,n7060486576,1
r10416735,n7060277175,2
r10416735,n7060486574,3
r10416735,n7060486573,4
r10430125,n7066057003,1
r10430125,n7066057001,2
r10430125,n6903602218,3
r10430125,n6903602215,4
r10430125,n7066057000,5
r10430125,n7066056999,6
r10430126,n7066057012,1
r10430126,n7066057010,2
r10430126,n7066057009,3
r10430126,n7066057008,4
r10430126,n7066057007,5
r10430126,n7066057006,6
r10430126,n7066057005,7
r10430195,n7058185549,1
r10430195,n7066086755,2
r10430195,n7066086754,3
r10430195,n7066086753,4
r10430195,n7841011324,5
r10430195,n7066086752,6
r10430196,n7066086751,1
r10430196,n7066086749,2
r10430196,n7066086748,3
r10430196,n7066086747,4
r10430196,n7066086746,5
r10430196,n7058499892,6
r10430591,n7066239483,1
r10430591,n7066239481,2
r10430591,n7066239480,3
r10430591,n7058023894,4
r10430592,n7058023900,1
r10430592,n7066239484,2
r10430592,n7066277285,3
r10430625,n7066312418,1
r10430625,n7066312416,2
r10430625,n7066312415,3
r10430625,n7066312414,4
r10430625,n7066312413,5
r10430625,n7066312412,6
r10430625,n7066057003,7
r10430625,n7066312411,8
r10430625,n7066312409,9
r10430625,n7066312410,10
r10430625,n7066312408,11
r10430625,n7066312407,12
r10430625,n7066057001,13
r10430625,n6903602219,14
r10430625,n7066312406,15
r10430626,n7066312427,1
r10430626,n7066312426,2
r10430626,n7066312425,3
r10430626,n7066312424,4
r10430626,n7066312423,5
r10430626,n7066312422,6
r10430626,n7066312421,7
r10430626,n7066312420,8
r10431100,n7066654376,1
r10431100,n7066654375,2
r10431100,n7066654374,3
r10431100,n7066654373,4
r10431100,n7066654372,5
r10431100,n7058023894,6
r10431101,n7058023900,1
r10431101,n7066654379,2
r10431101,n7066654378,3
r10431101,n7066654377,4
r10442362,n7052366501,1
r10442362,n7055147061,2
r10442362,n7054787065,3
r10442362,n7071584255,4
r10442362,n7071584254,5
r10442362,n7054787062,6
r10442362,n7054787061,7
r10442362,n7071584253,8
r10442362,n7054787060,9
r10442362,n7055147058,10
r10442362,n7054917915,11
r10442362,n7054787059,12
r10442362,n7071584252,13
r10442362,n7054787057,14
r10442362,n7054787056,15
r10442362,n7054787055,16
r10442362,n7054787054,17
r10442362,n7054787053,18
r10442362,n7054787052,19
r10442362,n7054787051,20
r10442362,n7071584251,21
r10442362,n7055147057,22
r10442362,n7054917914,23
r10442362,n7071584250,24
r10442363,n7071584264,1
r10442363,n7054787078,2
r10442363,n7054787077,3
r10442363,n7071584263,4
r10442363,n7054917924,5
r10442363,n7071584262,6
r10442363,n7071584261,7
r10442363,n7071584260,8
r10442363,n7071584259,9
r10442363,n7056730279,10
r10442363,n7054917922,11
r10442363,n7071584258,12
r10442363,n7071584257,13
r10442363,n7054787075,14
r10442363,n7071584256,15
r10442363,n7055147054,16
r10442363,n7052366503,17
r10442363,n7052366502,18
r10442363,n7055596701,19
r10442363,n7052366501,20
r10459358,n7076835394,1
r10459358,n7054917917,2
r10459358,n6910224910,3
r10459358,n7055147058,4
r10459358,n7054787058,5
r10459358,n7076835393,6
r10459358,n7054787055,7
r10459358,n7055147057,8
r10459358,n7076835392,9
r10459358,n7076835391,10
r10459358,n7076835390,11
r10459358,n7054917910,12
r10459359,n7054917910,1
r10459359,n7076835399,2
r10459359,n7076835398,3
r10459359,n7054787079,4
r10459359,n7054787078,5
r10459359,n7055147055,6
r10459359,n7071584263,7
r10459359,n7054917924,8
r10459359,n7071584261,9
r10459359,n7054917923,10
r10459359,n7076835397,11
r10459359,n7054787075,12
r10459359,n7054787072,13
r10459359,n7054787071,14
r10459359,n7076835395,15
r10459456,n7076873478,1
r10459456,n7076873477,2
r10459456,n7076873476,3
r10459456,n7076873475,4
r10459456,n7055717190,5
r10459456,n7057928786,6
r10459456,n7055717187,7
r10459456,n7076873474,8
r10459456,n7055147054,9
r10459456,n7052366503,10
r10459456,n7055596701,11
r10459456,n7076873473,12
r10459456,n7076942292,13
r10459457,n7076942292,1
r10459457,n7054787062,2
r10459457,n7076942291,3
r10459457,n7076942290,4
r10459457,n7076942289,5
r10459457,n7076942288,6
r10459457,n7076942287,7
r10459457,n7076873479,8
r10459457,n7076942286,9
r10459457,n7076942285,10
r10459457,n7076873484,11
r10459457,n7076873480,12
r10459457,n7076873481,13
r10459457,n7076873482,14
r10460515,n7077860796,1
r10460515,n7077860793,2
r10460515,n7077860792,3
r10460515,n7077860791,4
r10460515,n7077860790,5
r10460515,n6902975756,6
r10460515,n7077860789,7
r10460515,n7077860787,8
r10460516,n7077860800,1
r10460516,n7077860799,2
r10460516,n7077860798,3
r10460516,n7077860797,4
r10460655,n7077935887,1
r10460655,n7077935886,2
r10460655,n7077935885,3
r10460655,n6903397403,4
r10460655,n7077917684,5
r10460655,n7077917683,6
r10460655,n6903504059,7
r10460655,n6902638992,8
r10460655,n6902638990,9
r10460655,n6902638988,10
r10460656,n7077935897,1
r10460656,n7077935896,2
r10460656,n7077935895,3
r10460656,n7077935894,4
r10460656,n7077935893,5
r10460656,n7077935892,6
r10460656,n7077935891,7
r10460656,n7077935890,8
r10460656,n7077935889,9
r10460656,n7077935888,10
r10460966,n7078020134,1
r10460966,n7078020133,2
r10460966,n7078020132,3
r10460966,n7078020131,4
r10460966,n6903525058,5
r10460966,n6903525056,6
r10460966,n6903525054,7
r10460966,n6903525052,8
r10460966,n6903602214,9
r10460966,n6903602213,10
r10460967,n7078020146,1
r10460967,n7078020144,2
r10460967,n7078020143,3
r10460967,n7078020142,4
r10460967,n7078020135,5
r10461305,n7078209298,1
r10461305,n7078209297,2
r10461305,n7078209296,3
r10461305,n7077860792,4
r10461305,n7077860791,5
r10461306,n7078209306,1
r10461306,n7078209304,2
r10461306,n7078209303,3
r10461306,n7078209302,4
r10461306,n7078209301,5
r10461306,n7077860798,6
r10461306,n7078209300,7
r10461957,n7078451676,1
r10461957,n7078451675,2
r10461957,n7078451674,3
r10461957,n7078451673,4
r10461957,n7078451672,5
r10461957,n7078451671,6
r10461957,n7078451670,7
r10461957,n7078451669,8
r10461957,n7055696178,9
r10461957,n7055696176,10
r10461957,n7056730268,11
r10461957,n7056730266,12
r10461958,n7056730283,1
r10461958,n7078451681,2
r10461958,n7078451680,3
r10461958,n7078451679,4
r10461958,n7078451678,5
r10461958,n7054917922,6
r10461958,n7054787074,7
r10461958,n7071584256,8
r10461958,n7054787072,9
r10461958,n7054787071,10
r10461958,n7078209300,11
r10465033,n7079782626,1
r10465033,n7079693847,2
r10465033,n1227889258,3
r10465034,n1227889258,1
r10465034,n7079693847,2
r10465034,n7079782626,3
r10474250,n7078189937,1
r10474250,n6902638992,2
r10474250,n6902638991,3
r10474250,n7078189936,4
r10474250,n6902638989,5
r10474250,n6902638988,6
r10474250,n7082269144,7
r10474251,n7082269148,1
r10474251,n7082269147,2
r10474251,n7082269146,3
r10474493,n7082416539,1
r10474493,n7082416538,2
r10474493,n7055596705,3
r10474493,n7082416537,4
r10474493,n7082416536,5
r10474493,n7052366507,6
r10474493,n7052366505,7
r10474493,n7082416535,8
r10474493,n7082416534,9
r10474493,n7082416533,10
r10474493,n7052366503,11
r10474493,n7055596701,12
r10474493,n7076942292,13
r10474494,n7076942292,1
r10474494,n7078451675,2
r10474494,n7052366523,3
r10474494,n7082416543,4
r10474494,n7052366522,5
r10474494,n7052366519,6
r10474494,n7052366518,7
r10474494,n7082416542,8
r10474494,n7052366516,9
r10474494,n7052366515,10
r10474494,n7052366514,11
r10474494,n7052366513,12
r10474494,n7055596710,13
r10474494,n7082416541,14
r10474494,n7082416540,15
r10474494,n7052366510,16
r10474745,n7055717195,1
r10474745,n7082468471,2
r10474745,n7082468470,3
r10474745,n7055717194,4
r10474745,n7082468468,5
r10474745,n7082468467,6
r10474745,n7055717193,7
r10474745,n7082468466,8
r10474745,n7055717192,9
r10474745,n7082468464,10
r10474745,n7082468463,11
r10474745,n7055717191,12
r10474745,n7055717190,13
r10474745,n7055717189,14
r10474745,n7055717188,15
r10474745,n7055717187,16
r10474745,n7079601693,17
r10474745,n7082468462,18
r10474745,n7082468461,19
r10474745,n7079601690,20
r10474745,n7052366503,21
r10474745,n7052366502,22
r10474745,n7055596701,23
r10474745,n7052366501,24
r10474745,n7076942292,25
r10474746,n7076942292,1
r10474746,n7076942291,2
r10474746,n7082486689,3
r10474746,n7082486690,4
r10474746,n7076942289,5
r10474746,n7082486688,6
r10474746,n7082486687,7
