trip_id,start_time,end_time,headway_secs
r13438311_Mo-Su,05:00:00,22:00:00,3000
r13463947_Mo-Su,05:00:00,22:00:00,900
r13463946_Mo-Su,05:00:00,22:00:00,900
r13466127_Mo-Su,05:00:00,22:00:00,2700
r13466126_Mo-Su,05:00:00,22:00:00,2700
r13469151_Mo-Su,05:00:00,22:00:00,1800
r13469150_Mo-Su,05:00:00,22:00:00,1800
r13469248_Mo-Su,05:00:00,22:00:00,1800
r13469247_Mo-Su,05:00:00,22:00:00,1800
r13486884_Mo-Su,05:00:00,22:00:00,300
r13486885_Mo-Su,05:00:00,22:00:00,300
r13486930_Mo-Su,05:00:00,22:00:00,300
r13486929_Mo-Su,05:00:00,22:00:00,300
r13486951_Mo-Su,05:00:00,22:00:00,1200
r13486950_Mo-Su,05:00:00,22:00:00,1200
r13486967_Mo-Su,05:00:00,22:00:00,900
r13486966_Mo-Su,05:00:00,22:00:00,900
r13486973_Mo-Su,05:00:00,22:00:00,1800
r13486972_Mo-Su,05:00:00,22:00:00,1800
r13486988_Mo-Su,05:00:00,22:00:00,600
r13486987_Mo-Su,05:00:00,22:00:00,600
r13487009_Mo-Su,05:00:00,22:00:00,1800
r13487008_Mo-Su,05:00:00,22:00:00,1800
r13487771_Mo-Su,05:00:00,22:00:00,3600
r13487770_Mo-Su,05:00:00,22:00:00,3600
r13487950_Mo-Su,05:00:00,22:00:00,600
r13487951_Mo-Su,05:00:00,22:00:00,600
r13488045_Mo-Su,05:00:00,22:00:00,3600
r13488046_Mo-Su,05:00:00,22:00:00,3600
r13489591_Mo-Su,05:00:00,22:00:00,300
r13489592_Mo-Su,05:00:00,22:00:00,300
r13491532_Mo-Su,05:00:00,22:00:00,900
r13491533_Mo-Su,05:00:00,22:00:00,900
r13491911_Mo-Su,05:00:00,22:00:00,1800
r13491912_Mo-Su,05:00:00,22:00:00,1800
r13492202_Mo-Su,05:00:00,22:00:00,1800
r13492203_Mo-Su,05:00:00,22:00:00,1800
r13492312_Mo-Su,05:00:00,22:00:00,900
r13492313_Mo-Su,05:00:00,22:00:00,900
r13493716_Mo-Su,05:00:00,22:00:00,900
r13493715_Mo-Su,05:00:00,22:00:00,900
r13494495_Mo-Su,05:00:00,22:00:00,360
r13494496_Mo-Su,05:00:00,22:00:00,360
r13494646_Mo-Su,05:00:00,22:00:00,1800
r13494645_Mo-Su,05:00:00,22:00:00,1800
r13494703_Mo-Su,05:00:00,22:00:00,1500
r13494704_Mo-Su,05:00:00,22:00:00,1500
r13494710_Mo-Su,05:00:00,22:00:00,300
r13494709_Mo-Su,05:00:00,22:00:00,300
r13494763_Mo-Su,05:00:00,22:00:00,1800
r13494762_Mo-Su,05:00:00,22:00:00,1800
r13494775_Mo-Su,05:00:00,22:00:00,3600
r13494774_Mo-Su,05:00:00,22:00:00,3600
r13494857_Mo-Su,05:00:00,22:00:00,1800
r13494858_Mo-Su,05:00:00,22:00:00,1800
r13495114_Mo-Su,05:00:00,22:00:00,600
r13495115_Mo-Su,05:00:00,22:00:00,600
r13495194_Mo-Su,05:00:00,22:00:00,1200
r13495193_Mo-Su,05:00:00,22:00:00,1200
r13495199_Mo-Su,05:00:00,22:00:00,1200
r13495200_Mo-Su,05:00:00,22:00:00,1200
r13496910_Mo-Su,05:00:00,22:00:00,1500
r13496909_Mo-Su,05:00:00,22:00:00,1500
r13497449_Mo-Su,05:00:00,22:00:00,900
r13497448_Mo-Su,05:00:00,22:00:00,900
r13497826_Mo-Su,05:00:00,22:00:00,1200
r13497825_Mo-Su,05:00:00,22:00:00,1200
r13498051_Mo-Su,05:00:00,22:00:00,1200
r13498050_Mo-Su,05:00:00,22:00:00,1200
r13498095_Mo-Su,05:00:00,22:00:00,600
r13498094_Mo-Su,05:00:00,22:00:00,600
r13498115_Mo-Su,05:00:00,22:00:00,300
r13498114_Mo-Su,05:00:00,22:00:00,300
r13499111_Mo-Su,05:00:00,22:00:00,900
r13499110_Mo-Su,05:00:00,22:00:00,900
r13499674_Mo-Su,05:00:00,22:00:00,900
r13499673_Mo-Su,05:00:00,22:00:00,900
r13499972_Mo-Su,05:00:00,22:00:00,1500
r13499971_Mo-Su,05:00:00,22:00:00,1500
r13500112_Mo-Su,05:00:00,22:00:00,3600
r13500111_Mo-Su,05:00:00,22:00:00,3600
r13500218_Mo-Su,05:00:00,22:00:00,3600
r13500217_Mo-Su,05:00:00,22:00:00,3600
